"No","year","month","day","hour","season","PM_US.Post","DEWP","HUMI","PRES","TEMP","cbwd","Iws","precipitation","Iprec","date"
46444,2015,4,20,3,1,28,11,93.6,1008,12,"NW",5,0.2,1.9,2015-04-20
46448,2015,4,20,7,1,32,11,93.6,1010,12,"NW",7,0,0,2015-04-20
46452,2015,4,20,11,1,52,11,82.14,1013,14,"NW",31,0,0,2015-04-20
46456,2015,4,20,15,1,72,9,67.36,1013,15,"NW",52,0,0,2015-04-20
46460,2015,4,20,19,1,48,3,47.46,1014,14,"NE",22,,,2015-04-20
46464,2015,4,20,23,1,36,2,53.81,1016,11,"NE",3,,,2015-04-20
46468,2015,4,21,3,1,40,2,61.51,1017,9,"NW",12,,,2015-04-21
46472,2015,4,21,7,1,50,5,62.24,1019,12,"NW",2,,,2015-04-21
46476,2015,4,21,11,1,38,4,39.46,1019,18,"cv",3,,,2015-04-21
46480,2015,4,21,15,1,22,2,28.43,1017,21,"SE",3,,,2015-04-21
46484,2015,4,21,19,1,38,9,63.18,1018,16,"SW",4,,,2015-04-21
46488,2015,4,21,23,1,45,9,76.68,1020,13,"SE",7,,,2015-04-21
46492,2015,4,22,3,1,54,7,81.61,1019,10,"SW",4,,,2015-04-22
46496,2015,4,22,7,1,68,11,82.14,1021,14,"cv",1,,,2015-04-22
46500,2015,4,22,11,1,70,5,33.05,1022,22,"NW",3,,,2015-04-22
46504,2015,4,22,15,1,67,6,29.57,1020,25,"SW",2,,,2015-04-22
46508,2015,4,22,19,1,94,7,45.65,1021,19,"SE",6,,,2015-04-22
46540,2015,4,24,3,1,38,6,48.31,1019,17,"SE",40,,,2015-04-24
46544,2015,4,24,7,1,42,8,55.41,1020,17,"SE",52,,,2015-04-24
46548,2015,4,24,11,1,65,9,43.47,1020,22,"SW",4,,,2015-04-24
46552,2015,4,24,15,1,68,10,43.76,1019,23,"SE",5,,,2015-04-24
46556,2015,4,24,19,1,68,9,52.3,1019,19,"SW",3,,,2015-04-24
46560,2015,4,24,23,1,85,9,63.18,1020,16,"SE",6,,,2015-04-24
46564,2015,4,25,3,1,89,10,82.01,1020,13,"SW",1,,,2015-04-25
46568,2015,4,25,7,1,86,14,77.48,1021,18,"cv",0,,,2015-04-25
46572,2015,4,25,11,1,52,1,18.46,1021,27,"SE",2,0,0,2015-04-25
46576,2015,4,25,15,1,46,6,24.79,1018,28,"SW",4,0,0,2015-04-25
46580,2015,4,25,19,1,42,5,31.1,1019,23,"SE",12,0,0,2015-04-25
46584,2015,4,25,23,1,78,10,59.54,1020,18,"SE",21,0,0,2015-04-25
46588,2015,4,26,3,1,51,12,72.42,1019,17,"SE",29,0,0,2015-04-26
46592,2015,4,26,7,1,51,11,59.78,1020,19,"SE",39,0,0,2015-04-26
46596,2015,4,26,11,1,39,9,34.21,1020,26,"SE",10,0,0,2015-04-26
46600,2015,4,26,15,1,37,6,26.28,1017,27,"SE",36,0,0,2015-04-26
46604,2015,4,26,19,1,53,6,35.42,1017,22,"SE",61,0,0,2015-04-26
46608,2015,4,26,23,1,66,8,48.87,1017,19,"SE",80,0,0,2015-04-26
46616,2015,4,27,7,1,49,13,68.2,1015,19,"SE",120,0,0,2015-04-27
46644,2015,4,28,11,1,75,17,51.31,1007,28,"NW",6,0,0,2015-04-28
46648,2015,4,28,15,1,62,17,45.72,1005,30,"SW",5,0,0,2015-04-28
46652,2015,4,28,19,1,88,17,64.98,1006,24,"NE",9,0,0,2015-04-28
46656,2015,4,28,23,1,25,16,93.84,1012,17,"NE",35,6.1,23.7,2015-04-28
46660,2015,4,29,3,1,30,16,93.84,1007,17,"SW",3,0,0,2015-04-29
46664,2015,4,29,7,1,54,16,88.11,1011,18,"NE",7,0,0,2015-04-29
46668,2015,4,29,11,1,55,15,77.64,1013,19,"NW",6,0,0,2015-04-29
46672,2015,4,29,15,1,46,15,77.64,1012,19,"NW",19,0,0,2015-04-29
46680,2015,4,29,23,1,49,14,87.93,1013,16,"NE",5,0,0,2015-04-29
46684,2015,4,30,3,1,83,14,93.75,1013,15,"NW",2,0,0,2015-04-30
46688,2015,4,30,7,1,90,16,88.11,1014,18,"NE",2,0,0,2015-04-30
46692,2015,4,30,11,1,46,14,53.62,1014,24,"NW",4,0,0,2015-04-30
46696,2015,4,30,15,1,49,14,47.61,1012,26,"NE",5,0,0,2015-04-30
46700,2015,4,30,19,1,93,16,73.14,1013,21,"SE",8,0,0,2015-04-30
46704,2015,4,30,23,1,48,14,87.93,1014,16,"SE",8,0,0,2015-04-30
46708,2015,5,1,3,1,39,13,82.4,1012,16,"NE",3,0,0,2015-05-01
46712,2015,5,1,7,1,33,14,82.52,1013,17,"SE",3,0,0,2015-05-01
46716,2015,5,1,11,1,38,15,60.74,1012,23,"SE",19,0,0,2015-05-01
46720,2015,5,1,15,1,53,15,53.88,1009,25,"SE",42,0,0,2015-05-01
46724,2015,5,1,19,1,54,15,72.96,1009,20,"SE",6,0,0,2015-05-01
46728,2015,5,1,23,1,54,15,82.65,1009,18,"SE",33,0,0,2015-05-01
46732,2015,5,2,3,1,51,16,88.11,1007,18,"SE",59,0,0,2015-05-02
46736,2015,5,2,7,1,41,17,82.89,1006,20,"SE",84,0,0,2015-05-02
46740,2015,5,2,11,1,42,20,88.45,1006,22,"SE",107,8.4,8.7,2015-05-02
46744,2015,5,2,15,1,49,20,88.45,1003,22,"SE",122,0,0,2015-05-02
46748,2015,5,2,19,1,60,21,100,1004,21,"SW",2,0,0,2015-05-02
46752,2015,5,2,23,1,44,16,93.84,1008,17,"NW",21,0,0,2015-05-02
46756,2015,5,3,3,1,49,14,87.93,1009,16,"NW",45,0,0,2015-05-03
46760,2015,5,3,7,1,48,14,82.52,1011,17,"NW",66,0,0,2015-05-03
46764,2015,5,3,11,1,52,14,68.4,1012,20,"NW",89,0,0,2015-05-03
46768,2015,5,3,15,1,61,15,57.2,1010,24,"NW",113,0,0,2015-05-03
46772,2015,5,3,19,1,71,15,68.61,1012,21,"NE",9,0,0,2015-05-03
46776,2015,5,3,23,1,94,16,82.77,1013,19,"NE",18,0,0,2015-05-03
46780,2015,5,4,3,1,95,15,88.02,1012,17,"SW",2,0,0,2015-05-04
46784,2015,5,4,7,1,105,17,93.89,1015,18,"cv",1,0,0,2015-05-04
46788,2015,5,4,11,1,83,13,50.24,1016,24,"NE",19,0,0,2015-05-04
46792,2015,5,4,15,1,47,5,31.1,1015,23,"NE",48,0,0,2015-05-04
46796,2015,5,4,19,1,33,7,48.59,1016,18,"NE",71,0,0,2015-05-04
46800,2015,5,4,23,1,25,1,33.95,1016,17,"NE",87,0,0,2015-05-04
46804,2015,5,5,3,1,19,6,58.54,1015,14,"SE",6,0,0,2015-05-05
46808,2015,5,5,7,1,21,5,45.07,1015,17,"SE",5,0,0,2015-05-05
46812,2015,5,5,11,1,29,3,28.71,1014,22,"SE",21,0,0,2015-05-05
46816,2015,5,5,15,1,22,1,22.06,1010,24,"SE",9,0,0,2015-05-05
46820,2015,5,5,19,1,31,1,28.14,1010,20,"SE",28,0,0,2015-05-05
46824,2015,5,5,23,1,25,9,55.67,1010,18,"SE",47,0,0,2015-05-05
46828,2015,5,6,3,1,25,11,67.78,1008,17,"SE",65,0,0,2015-05-06
46832,2015,5,6,7,1,35,12,67.99,1008,18,"SE",78,0,0,2015-05-06
46836,2015,5,6,11,1,58,12,47.05,1008,24,"SE",89,0,0,2015-05-06
46840,2015,5,6,15,1,48,13,47.33,1007,25,"cv",2,0,0,2015-05-06
46844,2015,5,6,19,1,52,15,68.61,1009,21,"NE",20,0,0,2015-05-06
46848,2015,5,6,23,1,32,15,82.65,1012,18,"SE",12,0,0,2015-05-06
46852,2015,5,7,3,1,48,14,87.93,1010,16,"SE",22,0,0,2015-05-07
46856,2015,5,7,7,1,66,15,82.65,1012,18,"SE",5,0,0,2015-05-07
46860,2015,5,7,11,1,74,16,60.98,1013,24,"cv",2,0,0,2015-05-07
46864,2015,5,7,15,1,44,16,54.14,1011,26,"SE",6,0,0,2015-05-07
46868,2015,5,7,19,1,44,10,46.49,1013,22,"SE",25,0,0,2015-05-07
46872,2015,5,7,23,1,33,12,63.87,1014,19,"SE",42,0,0,2015-05-07
46876,2015,5,8,3,1,36,13,72.6,1012,18,"SE",58,0,0,2015-05-08
46880,2015,5,8,7,1,35,13,64.09,1010,20,"SE",74,0,0,2015-05-08
46884,2015,5,8,11,1,28,13,44.61,1008,26,"SE",102,0,0,2015-05-08
46888,2015,5,8,15,1,27,12,53.1,1006,22,"SE",131,0,0,2015-05-08
46892,2015,5,8,19,1,34,16,88.11,1006,18,"SE",153,1,8.2,2015-05-08
46896,2015,5,8,23,1,22,16,88.11,1008,18,"NE",9,0,0,2015-05-08
46900,2015,5,9,3,1,29,16,88.11,1008,18,"NE",18,0,0,2015-05-09
46904,2015,5,9,7,1,16,16,88.11,1011,18,"NE",30,0,0,2015-05-09
46908,2015,5,9,11,1,27,16,82.77,1013,19,"NE",45,0,0,2015-05-09
46912,2015,5,9,15,1,39,15,64.54,1012,22,"NE",60,0,0,2015-05-09
46916,2015,5,9,19,1,32,14,72.78,1013,19,"NE",10,0,0,2015-05-09
46920,2015,5,9,23,1,24,14,82.52,1015,17,"NE",4,0,0,2015-05-09
46924,2015,5,10,3,1,39,14,87.93,1014,16,"SE",9,0,0,2015-05-10
46928,2015,5,10,7,1,41,14,82.52,1015,17,"SE",24,0,0,2015-05-10
46932,2015,5,10,11,1,32,12,49.97,1016,23,"SE",6,0,0,2015-05-10
46936,2015,5,10,15,1,37,13,53.36,1014,23,"SE",31,0,0,2015-05-10
46940,2015,5,10,19,1,43,15,77.64,1014,19,"SE",55,0,0,2015-05-10
46944,2015,5,10,23,1,43,16,82.77,1014,19,"SE",79,0,0,2015-05-10
46948,2015,5,11,3,1,23,17,93.89,1011,18,"SE",103,0,0,2015-05-11
46952,2015,5,11,7,1,28,18,93.94,1009,19,"SE",124,0.1,0.1,2015-05-11
46956,2015,5,11,11,1,19,20,94.03,1007,21,"SW",9,0.2,5.7,2015-05-11
46960,2015,5,11,15,1,17,16,93.84,1007,17,"NW",21,0.2,0.9,2015-05-11
46964,2015,5,11,19,1,25,14,93.75,1009,15,"NW",47,0.1,3,2015-05-11
46968,2015,5,11,23,1,54,12,82.27,1013,15,"NW",73,0,0,2015-05-11
46972,2015,5,12,3,1,52,12,93.65,1010,13,"SW",7,0,0,2015-05-12
46976,2015,5,12,7,1,53,11,72.23,1011,16,"SW",20,0,0,2015-05-12
46980,2015,5,12,11,1,50,10,43.76,1010,23,"NW",15,0,0,2015-05-12
46984,2015,5,12,15,1,31,7,29.86,1008,26,"NW",27,0,0,2015-05-12
46988,2015,5,12,19,1,47,5,31.1,1009,23,"NW",4,0,0,2015-05-12
46992,2015,5,12,23,1,46,9,52.3,1011,19,"SW",7,0,0,2015-05-12
46996,2015,5,13,3,1,50,10,67.57,1010,16,"SW",18,0,0,2015-05-13
47000,2015,5,13,7,1,44,13,64.09,1011,20,"SW",29,0,0,2015-05-13
47004,2015,5,13,11,1,37,9,30.42,1009,28,"SW",50,0,0,2015-05-13
47008,2015,5,13,15,1,46,11,32.82,1006,29,"SW",16,0,0,2015-05-13
47012,2015,5,13,19,1,45,16,57.44,1005,25,"SE",10,0,0,2015-05-13
47016,2015,5,13,23,1,52,17,64.98,1007,24,"SW",16,0,0,2015-05-13
47020,2015,5,14,3,1,55,17,69.01,1005,23,"SW",28,0,0,2015-05-14
47024,2015,5,14,7,1,62,18,73.5,1008,23,"SW",42,0,0,2015-05-14
47028,2015,5,14,11,1,37,20,69.6,1009,26,"SW",63,0,0,2015-05-14
47032,2015,5,14,15,1,32,21,69.79,1008,27,"SW",87,0,0,2015-05-14
47036,2015,5,14,19,1,53,20,78.39,1008,24,"SW",106,0,0,2015-05-14
47040,2015,5,14,23,1,37,20,83.25,1009,23,"SW",121,0,0,2015-05-14
47044,2015,5,15,3,1,35,20,88.45,1007,22,"SW",131,0,0,2015-05-15
47048,2015,5,15,7,1,43,20,78.39,1008,24,"SW",142,0,0,2015-05-15
47052,2015,5,15,11,1,48,21,88.54,1007,23,"NW",4,3.6,4.7,2015-05-15
47056,2015,5,15,15,1,34,22,94.12,1005,23,"cv",1,0.2,25.5,2015-05-15
47060,2015,5,15,19,1,40,19,93.98,1007,20,"NE",4,0,0,2015-05-15
47064,2015,5,15,23,1,29,17,93.89,1010,18,"NE",25,0,0,2015-05-15
47068,2015,5,16,3,1,56,16,93.84,1011,17,"NE",46,0.1,0.1,2015-05-16
47072,2015,5,16,7,1,59,16,88.11,1013,18,"NE",62,0,0,2015-05-16
47076,2015,5,16,11,1,39,7,37.95,1014,22,"NE",78,0,0,2015-05-16
47080,2015,5,16,15,1,46,7,31.68,1012,25,"NE",96,0,0,2015-05-16
47084,2015,5,16,19,1,42,4,32.75,1012,21,"NE",109,0,0,2015-05-16
47088,2015,5,16,23,1,69,8,52.02,1013,18,"NE",3,0,0,2015-05-16
47092,2015,5,17,3,1,33,9,59.29,1011,17,"SE",10,0,0,2015-05-17
47096,2015,5,17,7,1,71,12,67.99,1011,18,"SE",10,0,0,2015-05-17
47100,2015,5,17,11,1,26,6,33.34,1009,23,"SE",28,0,0,2015-05-17
47104,2015,5,17,15,1,35,6,31.39,1007,24,"SE",49,0,0,2015-05-17
47108,2015,5,17,19,1,37,13,60.27,1006,21,"SE",72,0,0,2015-05-17
47112,2015,5,17,23,1,42,17,82.89,1005,20,"SE",89,0,0,2015-05-17
47116,2015,5,18,3,1,45,18,88.28,1003,20,"SE",102,0,0,2015-05-18
47120,2015,5,18,7,1,59,19,88.37,1003,21,"SE",110,0,0,2015-05-18
47124,2015,5,18,11,1,43,20,94.03,1003,21,"NE",8,7.8,10.2,2015-05-18
47128,2015,5,18,15,1,36,20,94.03,1003,21,"SE",2,0.3,14.4,2015-05-18
47132,2015,5,18,19,1,44,20,94.03,1004,21,"cv",1,0,0,2015-05-18
47136,2015,5,18,23,1,61,20,94.03,1007,21,"cv",1,0,0,2015-05-18
47140,2015,5,19,3,1,76,20,100,1006,20,"SE",2,0,0,2015-05-19
47144,2015,5,19,7,1,87,20,100,1008,20,"SW",3,0,0,2015-05-19
47148,2015,5,19,11,1,81,21,74.02,1007,26,"SE",9,0,0,2015-05-19
47152,2015,5,19,15,1,67,20,61.9,1005,28,"SE",3,0,0,2015-05-19
47156,2015,5,19,19,1,65,19,73.67,1006,24,"SE",21,0,0,2015-05-19
47160,2015,5,19,23,1,52,18,88.28,1008,20,"SE",33,0,0,2015-05-19
47164,2015,5,20,3,1,65,18,93.94,1008,19,"cv",1,0,0,2015-05-20
47168,2015,5,20,7,1,57,19,88.37,1010,21,"NE",9,0,0,2015-05-20
47172,2015,5,20,11,1,29,7,28.15,1012,27,"NE",27,0,0,2015-05-20
47176,2015,5,20,15,1,37,7,28.15,1013,27,"NE",56,0,0,2015-05-20
47180,2015,5,20,19,1,26,7,40.34,1015,21,"NE",87,0,0,2015-05-20
47184,2015,5,20,23,1,25,8,55.41,1017,17,"NE",102,0,0,2015-05-20
47188,2015,5,21,3,1,12,8,59.04,1016,16,"NE",115,0,0,2015-05-21
47192,2015,5,21,7,1,31,9,49.15,1017,20,"NE",2,0,0,2015-05-21
47196,2015,5,21,11,1,18,10,43.76,1017,23,"SE",6,0,0,2015-05-21
47200,2015,5,21,15,1,20,7,33.63,1015,24,"NE",12,0,0,2015-05-21
47204,2015,5,21,19,1,26,8,45.93,1015,20,"SE",20,0,0,2015-05-21
47208,2015,5,21,23,1,29,11,63.64,1015,18,"SE",12,0,0,2015-05-21
47212,2015,5,22,3,1,21,13,82.4,1013,16,"SE",28,0,0,2015-05-22
47216,2015,5,22,7,1,21,14,72.78,1013,19,"SE",41,0,0,2015-05-22
47220,2015,5,22,11,1,26,13,50.24,1013,24,"SE",58,0,0,2015-05-22
47224,2015,5,22,15,1,27,12,44.33,1010,25,"SE",79,0,0,2015-05-22
47228,2015,5,22,19,1,60,15,68.61,1010,21,"SE",101,0,0,2015-05-22
47232,2015,5,22,23,1,26,15,72.96,1011,20,"SE",119,0,0,2015-05-22
47236,2015,5,23,3,1,25,17,82.89,1009,20,"SE",12,0,0,2015-05-23
47240,2015,5,23,7,1,27,18,83.01,1010,21,"SE",8,0,0,2015-05-23
47244,2015,5,23,11,1,38,18,78.09,1009,22,"NE",10,0,0,2015-05-23
47248,2015,5,23,15,1,32,18,78.09,1008,22,"NE",5,0,0,2015-05-23
47252,2015,5,23,19,1,40,18,78.09,1008,22,"NE",3,0,0,2015-05-23
47256,2015,5,23,23,1,51,18,83.01,1009,21,"NE",6,0,0,2015-05-23
47260,2015,5,24,3,1,52,18,83.01,1008,21,"NE",4,0,0,2015-05-24
47264,2015,5,24,7,1,68,19,88.37,1009,21,"NE",10,0,0,2015-05-24
47268,2015,5,24,11,1,38,18,73.5,1009,23,"cv",1,0,0,2015-05-24
47272,2015,5,24,15,1,26,18,65.19,1008,25,"SE",8,0,0,2015-05-24
47276,2015,5,24,19,1,20,16,64.76,1008,23,"SE",24,0,0,2015-05-24
47280,2015,5,24,23,1,26,17,82.89,1010,20,"SE",11,0,0,2015-05-24
47284,2015,5,25,3,1,26,17,88.2,1009,19,"SE",21,0,0,2015-05-25
47288,2015,5,25,7,1,42,17,82.89,1010,20,"SE",31,0,0,2015-05-25
47292,2015,5,25,11,1,37,13,44.61,1010,26,"SE",3,0,0,2015-05-25
47296,2015,5,25,15,1,37,16,51.05,1009,27,"SE",19,0,0,2015-05-25
47300,2015,5,25,19,1,22,15,60.74,1010,23,"SE",15,0,0,2015-05-25
47304,2015,5,25,23,1,31,10,49.42,1012,21,"SE",34,0,0,2015-05-25
47308,2015,5,26,3,1,22,12,60.03,1011,20,"SE",46,0,0,2015-05-26
47312,2015,5,26,7,1,29,12,56.44,1012,21,"SE",60,0,0,2015-05-26
47316,2015,5,26,11,1,41,9,34.21,1011,26,"SE",81,0,0,2015-05-26
47320,2015,5,26,15,1,31,11,39.1,1010,26,"SE",105,0,0,2015-05-26
47324,2015,5,26,19,1,25,7,33.63,1009,24,"SE",129,0,0,2015-05-26
47328,2015,5,26,23,1,36,14,64.32,1009,21,"SE",151,0,0,2015-05-26
47332,2015,5,27,3,1,44,16,73.14,1007,21,"SE",169,0,0,2015-05-27
47336,2015,5,27,7,1,34,18,83.01,1008,21,"SE",5,0.1,0.1,2015-05-27
47340,2015,5,27,11,1,44,18,65.19,1006,25,"SE",23,0,0,2015-05-27
47344,2015,5,27,15,1,41,19,69.4,1004,25,"SE",46,0,0,2015-05-27
47348,2015,5,27,19,1,51,20,94.03,1004,21,"SE",5,15.1,21.3,2015-05-27
47352,2015,5,27,23,1,43,19,93.98,1004,20,"NE",6,0,0,2015-05-27
47356,2015,5,28,3,1,42,19,93.98,1003,20,"NE",17,0,0,2015-05-28
47360,2015,5,28,7,1,31,20,94.03,1004,21,"NE",27,0,0,2015-05-28
47364,2015,5,28,11,1,32,20,83.25,1004,23,"NE",40,0,0,2015-05-28
47368,2015,5,28,15,1,44,20,73.84,1004,25,"NE",4,0,0,2015-05-28
47372,2015,5,28,19,1,31,19,83.13,1005,22,"SE",4,0,0,2015-05-28
47376,2015,5,28,23,1,30,19,88.37,1006,21,"SE",4,0,0,2015-05-28
47380,2015,5,29,3,1,6,19,88.37,1005,21,"SE",21,0,0,2015-05-29
47384,2015,5,29,7,1,22,19,88.37,1005,21,"SE",13,0,0,2015-05-29
47388,2015,5,29,11,1,24,20,83.25,1005,23,"SE",30,0,0,2015-05-29
47392,2015,5,29,15,1,35,21,78.53,1003,25,"SE",46,0,0,2015-05-29
47396,2015,5,29,19,1,40,21,83.37,1002,24,"SE",63,0,0,2015-05-29
47400,2015,5,29,23,1,41,21,88.54,1003,23,"SW",6,0,0,2015-05-29
47404,2015,5,30,3,1,60,21,88.54,1002,23,"NW",7,0,0,2015-05-30
47408,2015,5,30,7,1,47,20,88.45,1004,22,"NW",30,0,0,2015-05-30
47412,2015,5,30,11,1,37,20,83.25,1006,23,"NW",54,0,0,2015-05-30
47416,2015,5,30,15,1,26,19,73.67,1006,24,"NE",17,0,0,2015-05-30
47420,2015,5,30,19,1,22,18,73.5,1007,23,"NE",35,0,0,2015-05-30
47424,2015,5,30,23,1,24,18,78.09,1009,22,"SE",4,0,0,2015-05-30
47428,2015,5,31,3,1,35,19,88.37,1008,21,"cv",1,0,0,2015-05-31
47432,2015,5,31,7,1,42,19,88.37,1009,21,"NE",4,0,0,2015-05-31
47436,2015,5,31,11,1,59,20,73.84,1009,25,"cv",1,0,0,2015-05-31
47440,2015,5,31,15,1,45,20,65.62,1007,27,"SE",5,0,0,2015-05-31
47444,2015,5,31,19,1,60,19,78.24,1008,23,"SE",5,0,0,2015-05-31
47448,2015,5,31,23,1,57,18,83.01,1009,21,"SE",24,0,0,2015-05-31
47452,2015,6,1,3,2,45,18,88.28,1008,20,"SE",39,0,0,2015-06-01
47456,2015,6,1,7,2,53,19,88.37,1008,21,"SE",53,0,0,2015-06-01
47460,2015,6,1,11,2,49,19,61.67,1008,27,"SE",70,0,0,2015-06-01
47464,2015,6,1,15,2,45,20,58.42,1006,29,"SE",90,0,0,2015-06-01
47468,2015,6,1,19,2,58,20,69.6,1005,26,"SE",112,0,0,2015-06-01
47472,2015,6,1,23,2,36,21,83.37,1006,24,"SE",134,0,0,2015-06-01
47476,2015,6,2,3,2,28,21,88.54,1004,23,"SE",149,0,0,2015-06-02
47480,2015,6,2,7,2,28,22,94.12,1005,23,"NW",3,19.2,19.2,2015-06-02
47484,2015,6,2,11,2,17,23,94.16,1005,24,"SE",4,2.6,22.9,2015-06-02
47488,2015,6,2,15,2,40,24,94.2,1003,25,"NE",3,0,0,2015-06-02
47492,2015,6,2,19,2,48,24,100,1003,24,"SE",14,0.4,7.6,2015-06-02
47496,2015,6,2,23,2,42,23,94.16,1001,24,"SE",31,12.8,23.2,2015-06-02
47500,2015,6,3,3,2,3,21,94.07,1005,22,"NE",16,0.4,26.5,2015-06-03
47504,2015,6,3,7,2,10,20,94.03,1009,21,"NE",40,0,0,2015-06-03
47508,2015,6,3,11,2,38,17,64.98,1012,24,"NE",64,0,0,2015-06-03
47512,2015,6,3,15,2,18,7,31.68,1012,25,"NE",86,0,0,2015-06-03
47516,2015,6,3,19,2,18,11,49.7,1014,22,"SE",2,0,0,2015-06-03
47520,2015,6,3,23,2,26,12,72.42,1014,17,"SW",3,0.1,0.1,2015-06-03
47524,2015,6,4,3,2,26,13,72.6,1012,18,"NW",7,0,0,2015-06-04
47528,2015,6,4,7,2,38,14,68.4,1013,20,"cv",1,0,0,2015-06-04
47532,2015,6,4,11,2,7,10,36.58,1011,26,"SE",11,0,0,2015-06-04
47536,2015,6,4,15,2,22,10,41.2,1008,24,"SE",30,0,0,2015-06-04
47540,2015,6,4,19,2,40,13,56.69,1007,22,"SE",45,0,0,2015-06-04
47544,2015,6,4,23,2,21,13,60.27,1006,21,"SE",58,0,0,2015-06-04
47548,2015,6,5,3,2,37,15,77.64,1005,19,"NW",2,0,0,2015-06-05
47552,2015,6,5,7,2,59,15,72.96,1006,20,"NE",9,0,0,2015-06-05
47556,2015,6,5,11,2,74,15,53.88,1006,25,"NW",14,0,0,2015-06-05
47560,2015,6,5,15,2,78,16,48.15,1005,28,"NW",10,0,0,2015-06-05
47564,2015,6,5,19,2,64,14,50.51,1006,25,"SW",10,,,2015-06-05
47568,2015,6,5,23,2,81,18,73.5,1008,23,"SE",10,0,0,2015-06-05
47572,2015,6,6,3,2,90,19,88.37,1008,21,"SE",25,0,0,2015-06-06
47576,2015,6,6,7,2,80,19,78.24,1009,23,"SE",37,0,0,2015-06-06
47580,2015,6,6,11,2,55,18,48.69,1010,30,"SE",53,0,0,2015-06-06
47584,2015,6,6,15,2,44,15,40.24,1008,30,"SE",77,0,0,2015-06-06
47588,2015,6,6,19,2,20,14,50.51,1009,25,"SE",106,0,0,2015-06-06
47592,2015,6,6,23,2,14,18,78.09,1010,22,"SE",132,0,0,2015-06-06
47596,2015,6,7,3,2,10,18,83.01,1009,21,"SE",155,0,0,2015-06-07
47600,2015,6,7,7,2,8,19,78.24,1009,23,"SE",174,0,0,2015-06-07
47604,2015,6,7,11,2,30,19,69.4,1008,25,"SE",193,0,0,2015-06-07
47608,2015,6,7,15,2,30,20,73.84,1008,25,"SE",205,0.1,0.2,2015-06-07
47612,2015,6,7,19,2,42,21,88.54,1008,23,"SE",221,0,0,2015-06-07
47616,2015,6,7,23,2,32,21,88.54,1007,23,"SE",235,0,0,2015-06-07
47620,2015,6,8,3,2,15,20,88.45,1005,22,"NE",5,1.4,2.6,2015-06-08
47624,2015,6,8,7,2,10,21,94.07,1005,22,"NE",4,0.8,8.5,2015-06-08
47628,2015,6,8,11,2,9,22,94.12,1004,23,"NE",14,1.1,11.8,2015-06-08
47632,2015,6,8,15,2,4,20,88.45,1004,22,"NE",31,0.2,13.6,2015-06-08
47636,2015,6,8,19,2,30,20,88.45,1005,22,"NE",2,0,0,2015-06-08
47640,2015,6,8,23,2,47,21,94.07,1006,22,"SW",2,0,0,2015-06-08
47644,2015,6,9,3,2,43,20,94.03,1006,21,"NW",6,0.1,0.1,2015-06-09
47648,2015,6,9,7,2,73,21,94.07,1007,22,"SW",2,0,0,2015-06-09
47652,2015,6,9,11,2,61,21,78.53,1007,25,"SW",5,0,0,2015-06-09
47656,2015,6,9,15,2,44,20,73.84,1006,25,"SE",5,0,0,2015-06-09
47660,2015,6,9,19,2,9,16,64.76,1007,23,"SE",9,0,0,2015-06-09
47664,2015,6,9,23,2,22,18,78.09,1006,22,"SE",27,0,0,2015-06-09
47668,2015,6,10,3,2,16,20,88.45,1005,22,"SE",43,0,0,2015-06-10
47672,2015,6,10,7,2,9,20,88.45,1005,22,"SE",4,0,0,2015-06-10
47676,2015,6,10,11,2,19,21,83.37,1004,24,"SE",21,0,0,2015-06-10
47680,2015,6,10,15,2,47,22,78.68,1003,26,"SW",9,0,0,2015-06-10
47684,2015,6,10,19,2,52,23,88.7,1002,25,"SE",2,0,0,2015-06-10
47688,2015,6,10,23,2,76,22,88.62,1003,24,"SW",13,0,0,2015-06-10
47692,2015,6,11,3,2,44,22,88.62,1002,24,"SW",2,0,0,2015-06-11
47696,2015,6,11,7,2,25,23,83.6,1003,26,"SW",14,0,0,2015-06-11
47700,2015,6,11,11,2,38,22,66.04,1003,29,"SW",34,0,0,2015-06-11
47704,2015,6,11,15,2,59,21,58.65,1003,30,"SW",62,0,0,2015-06-11
47708,2015,6,11,19,2,64,19,58.17,1004,28,"SW",84,0,0,2015-06-11
47712,2015,6,11,23,2,71,20,73.84,1006,25,"SW",95,0,0,2015-06-11
47716,2015,6,12,3,2,54,21,83.37,1006,24,"SW",104,0,0,2015-06-12
47720,2015,6,12,7,2,53,22,78.68,1007,26,"SW",112,0,0,2015-06-12
47724,2015,6,12,11,2,50,20,49.22,1007,32,"SW",132,0,0,2015-06-12
47728,2015,6,12,15,2,63,14,30.1,1004,34,"NW",5,0,0,2015-06-12
47732,2015,6,12,19,2,65,17,45.72,1005,30,"SW",19,0,0,2015-06-12
47736,2015,6,12,23,2,52,20,65.62,1005,27,"SW",4,0,0,2015-06-12
47740,2015,6,13,3,2,64,21,78.53,1004,25,"SW",8,0,0,2015-06-13
47744,2015,6,13,7,2,57,21,74.02,1005,26,"SW",17,0,0,2015-06-13
47748,2015,6,13,11,2,70,22,62.35,1005,30,"SW",30,0,0,2015-06-13
47752,2015,6,13,15,2,49,21,55.4,1003,31,"SW",50,0,0,2015-06-13
47756,2015,6,13,19,2,42,20,65.62,1004,27,"SW",71,0,0,2015-06-13
47760,2015,6,13,23,2,21,20,73.84,1006,25,"SW",87,0,0,2015-06-13
